private_id	age	gender	ethnicity	condition	valence	stimulus	valence_self_report	recognize_vid_self_report	recognize_vid_binary	partner_relationship	face_touching	gaze	AU_intensity	AU_activity	AU01	AU02	AU04	AU05	AU06	AU07	AU09	AU10	AU12	AU14	AU15	AU17	AU20	AU23	AU25	AU26	AU45	AU28_c	AU01_c	AU02_c	AU04_c	AU05_c	AU06_c	AU07_c	AU09_c	AU10_c	AU12_c	AU14_c	AU15_c	AU17_c	AU20_c	AU23_c	AU25_c	AU26_c	AU45_c
2040818	18	Female	White	social	neutral	TheLover	Neutral	Noneverseenbefore	No	Friend	No	Screen	0.157188106	0.17357002	0.042924768	0.045688926	0.009391378	0.035469146	0.023060017	1.129213863	0.035198648	0.003482671	0.027700761	0.493550296	0.085173288	0.265038039	0.037328825	0.017227388	0.123803888	0.176069315	0.121876585	0	0.000845309	0.003381234	0.279797126	1	0.072696534	0.489433643	0	0.006762468	0.01183432	0.994928149	0	0.169061708	0	0	0.027895182	0	0.067624683
																																																	
2048898	20	Female	Arab	social	amusement	AFishCalledWanda	Neutral	Noneverseenbefore	No	Family	No	Screen	0.388916786	0.274126769	0.150399729	0.114661247	1.471747967	0.054735772	0.323868564	1.011836043	0.171172087	0.404376694	0.403252033	0.115230352	0.135352304	0.672567751	0.251781843	0.155670732	0.583401084	0.37504065	0.216490515	0.067073171	0.090108401	0.324525745	0.880758808	0.66598916	0.183604336	0.964769648	0.101626016	0.195121951	0.166666667	0.120596206	0.125338753	0.261517615	0.052845528	0.008807588	0.218834688	0.153116531	0.35298103
																																																	
2048898	20	Female	Arab	social	amusement	Benny&Joon	Neutral	Noneverseenbefore	No	Family	Yes	Screen	0.36008358	0.233387358	0.29273906	0.158292815	0.727185305	0.032787682	0.256094003	1.105045921	0.049270665	0.180799568	0.248962723	0.088114533	0.406704484	0.993987034	0.077271745	0.160216099	0.416072393	0.832155592	0.095721232	0	0.067531064	0.253916802	0.853592653	0.864397623	0.133441383	0.944894652	0.033495408	0.055105348	0.125877904	0.082117774	0.209616424	0.201512696	0.102647218	0.029713668	0.103187466	0.067531064	0.072393301
																																																	
2048898	20	Female	Arab	social	amusement	SomethingAboutMary	Neutral	Noneverseenbefore	No	Family	No	Screen	0.21665547	0.173939957	0.082072888	0.056975395	1.144948932	0.039568245	0.063762767	1.107012535	0.063628134	0.032834262	0.009974466	0.009489322	0.067305014	0.197376973	0.052632312	0.082685701	0.182328227	0.273855617	0.216692201	0.006499536	0.056174559	0.025766017	0.994661096	0.669220056	0.072655525	0.796425255	0.038765088	0.014391829	0.004178273	0.065227484	0.009285051	0.082404828	0.010445682	0.000232126	0.059192201	0.059888579	0.165506035
																																																	
2048898	20	Female	Arab	social	amusement	SomethingAboutMary(2)	Unpleasant	Noneverseenbefore	No	Family	Yes	Screen	0.392128908	0.326305221	0.210237617	0.107185408	1.231452477	0.031927711	0.454544846	1.177771084	0.062322624	0.357590361	0.42664324	0.247590361	0.137419679	0.451472557	0.159196787	0.098932396	0.70606091	0.62020415	0.185639224	0.015729585	0.087014726	0.11746988	0.950468541	0.892570281	0.450803213	0.901941098	0.089692102	0.309906292	0.294176707	0.436077644	0.089022758	0.344042838	0.0645917	0.007697456	0.337014726	0.219544846	0.265729585
																																																	
